user_id,event_dt,revenue,item
83526f3-2b98,2020-04-14 21:18:05,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
7b54bdf4-64-,2020-04-14 23:56:11,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
a_17172c---5,2020-04-14 02:00:41,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
cb5c5_3d0-61,2020-04-14 08:33:47,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
c-5976-58f-7,2020-04-14 20:16:00,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
b_6c123_1f7d,2020-04-14 15:36:44,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
d73459ffa7ff,2020-04-14 21:02:24,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
d66199666c5_,2020-04-14 11:45:26,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
101-2dd7b2_1,2020-04-14 16:10:04,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
75b08_0d_68f,2020-04-14 03:19:36,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
84_f779141-d,2020-04-14 13:28:21,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
8f_761-5b-89,2020-04-14 17:36:59,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
_16712f9_-ac,2020-04-14 01:33:24,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
6cb_492c83b8,2020-04-14 04:14:14,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
-446d6c32_87,2020-04-14 14:20:36,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
8d__71fb4_2a,2020-04-14 23:28:19,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
37d706cd9dac,2020-04-14 13:45:41,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
25d52a156bcc,2020-04-14 06:42:39,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
7da_62c08c83,2020-04-15 23:27:33,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
0b31dc55b4__,2020-04-15 20:45:08,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
a_17172c---5,2020-04-15 16:53:11,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
11345d93_-9-,2020-04-15 18:15:24,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
4932a051-6_2,2020-04-15 23:09:02,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
-b8c8db15c8a,2020-04-15 21:07:15,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
9d617_a0_5-3,2020-04-15 20:42:05,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
d66199666c5_,2020-04-15 13:32:05,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
36c-705d34a5,2020-04-15 21:09:31,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
a7d2a4d8bb22,2020-04-15 20:43:34,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
9503f0b3cb67,2020-04-15 14:12:15,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
aaf500_fc817,2020-04-15 14:16:45,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
c-_301f0a7a-,2020-04-15 02:00:01,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
44a52-aad805,2020-04-15 04:06:07,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
aa68f--adf-f,2020-04-15 23:53:29,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
-cd47cdaa626,2020-04-15 13:28:41,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
5ac218565d92,2020-04-15 10:00:45,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
33c29375_8ac,2020-04-15 00:16:33,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
4f-313-143f7,2020-04-15 20:31:03,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
9-64-32-4d58,2020-04-16 00:29:09,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
7da_62c08c83,2020-04-16 15:00:26,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
c60360dd52_c,2020-04-16 14:22:36,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
d_42bc99715d,2020-04-16 14:13:37,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
f25f9b55b1-5,2020-04-16 08:45:57,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
cb5c5_3d0-61,2020-04-16 12:44:31,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
6-2276db_87b,2020-04-16 01:43:29,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
a7d2a4d8bb22,2020-04-16 09:00:27,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
188f0f-8d4b2,2020-04-16 10:15:54,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
1707--88397a,2020-04-16 10:16:01,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
182741_f953b,2020-04-16 22:12:42,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
37d706cd9dac,2020-04-16 01:23:13,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
c57017892cf9,2020-04-16 19:26:12,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
7-b527d85622,2020-04-16 23:23:51,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
af27-8b-3a6-,2020-04-16 02:00:16,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
7c8c1-3bcd2d,2020-04-16 07:20:16,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
4-d1fcd-37_5,2020-04-16 20:20:27,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
83526f3-2b98,2020-04-17 15:13:39,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
86_17d89b08-,2020-04-17 17:31:58,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
d_42bc99715d,2020-04-17 07:14:42,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
2aca4_975_64,2020-04-17 21:56:07,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
2fc0a9f8ad_0,2020-04-17 03:09:27,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
2b96c03fd4d5,2020-04-17 06:48:41,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
-b8c8db15c8a,2020-04-17 05:50:18,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
b79f7_c7_b9-,2020-04-17 02:31:04,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
1d-3a7cd2d42,2020-04-17 04:41:20,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
_16712f9_-ac,2020-04-17 08:51:12,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
7574_72_545d,2020-04-17 01:45:27,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
1d4642_d31a8,2020-04-17 18:13:34,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
182741_f953b,2020-04-17 09:26:37,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
ad031850cc67,2020-04-17 21:54:09,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
-cd47cdaa626,2020-04-17 03:07:57,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
b982d-7cc752,2020-04-17 18:46:31,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
ccda0f77093-,2020-04-17 03:15:15,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
4-d1fcd-37_5,2020-04-17 17:30:41,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
8d5-44-0814d,2020-04-18 14:46:54,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
0b31dc55b4__,2020-04-18 11:42:49,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
d9082b279fb-,2020-04-18 23:16:06,1.5,20 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
d_42bc99715d,2020-04-18 15:39:24,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
c727fd7cc667,2020-04-18 09:00:25,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
2479d-a-1--b,2020-04-18 04:45:50,1.0,10 Р·РѕР»РѕС‚С‹С… РјРѕРЅРµС‚
